;JR;id;genus;species;gensp;sex;svl;femur;tib;tarsus;foot;head.length;head.width;humerus;radioulna;hand;fing.pad.L;fing.pad.W;toe.pad.L;toe.pad.W;fing.area;toe.area;HL.Webbing;ecomorph
166;242338;3;Liophryne;dentata;Liophryne dentata;m;27.67;14.09;14.41;9.17;14.01;9.24;11.61;7.79;7.09;6.14;0.57;0.82;1.05;1.17;2.70354;3.85749;0;terrestrial
167;242339;11;Liophryne;dentata;Liophryne dentata;f;32.92;16.4;17.89;11.55;16.69;9.56;12.98;9.15;7.53;7.35;0.82;0.88;1.2;1.4;3.31584;5.2752;0;terrestrial
168;242340;14;Liophryne;dentata;Liophryne dentata;m;29.77;15.8;16.47;10.31;15.93;9.53;12.96;8.4;6.68;6.43;0.84;0.81;1.26;1.21;3.204684;4.787244;0;terrestrial
169;242341;16;Liophryne;dentata;Liophryne dentata;m;25.91;14.53;15.38;9.82;14.72;8.82;10.71;7.79;6.49;6.28;0.68;0.72;1.13;1.24;2.554704;4.399768;0;terrestrial
170;242342;60;Liophryne;dentata;Liophryne dentata;m;27.65;14.95;15.26;9.99;15.36;8.85;11.33;7.58;7.57;6.54;0.94;0.76;1.02;1.25;2.434128;4.0035;0;terrestrial
171;242343;45;Liophryne;dentata;Liophryne dentata;m;27.43;14.38;14.59;9.25;13.86;8.51;10.9;7.68;5.63;6.04;0.87;0.8;1.01;1.16;2.53712;3.678824;0;terrestrial
172;242344;63;Liophryne;dentata;Liophryne dentata;m;27.46;15.33;15.18;9.86;14.79;8.76;12.05;8.69;7.77;6.49;0.84;0.88;1.18;1.26;3.260576;4.668552;0;terrestrial
173;242345;115;Liophryne;dentata;Liophryne dentata;m;29.37;15.48;15.17;10.5;14.28;9.31;11.28;7.82;7.08;6.43;0.79;0.81;1.28;1.33;3.255552;5.345536;0;terrestrial
174;242346;567;Liophryne;dentata;Liophryne dentata;f;20.74;11.88;12.39;7.69;11.45;7.06;9.55;6.35;4.87;5.23;0.43;0.52;0.86;0.87;1.404208;2.349348;0;terrestrial
175;242347;67;Liophryne;dentata;Liophryne dentata;m;31.02;17.07;17.54;10.81;17.01;10.88;13.16;9.06;6.89;7.59;0.73;0.92;1.28;1.48;3.697664;5.948416;0;terrestrial
176;242348;77;Liophryne;dentata;Liophryne dentata;m;26.42;14.08;14.94;9.19;14.4;8.73;11.35;7.79;6.52;6.07;0.65;0.68;1.14;1.18;2.434128;4.223928;0;terrestrial
177;242349;78;Liophryne;dentata;Liophryne dentata;m;26.68;13.83;14.31;8.93;13.68;8.56;11.85;7.41;5.63;5.91;0.59;0.66;0.98;1.19;2.030952;3.661868;0;terrestrial
178;242350;92;Liophryne;dentata;Liophryne dentata;f;24.39;13.24;14.47;9.08;13.49;8.9;11.63;7.54;5.68;6.08;0.67;0.66;0.87;1.09;1.802988;2.977662;0;terrestrial
179;242351;100;Liophryne;dentata;Liophryne dentata;m;26.67;14.17;14.8;9.27;14.41;8.67;11.72;7.42;6.49;6.18;0.58;0.69;1;1.01;2.1666;3.1714;0;terrestrial
417;JR345;567;Liophryne;dentata;Liophryne dentata;m;26.62;14.29;15.6;9.36;14.84;9.15;11.37;8.38;5.94;6.68;0.43;0.58;0.63;0.99;1.147356;1.958418;0;terrestrial
418;JR346;590;Liophryne;dentata;Liophryne dentata;m;27.18;15.55;15.37;9.44;15.45;9.58;11.75;8.1;7.4;6.56;0.44;0.55;0.66;0.97;1.13982;2.010228;0;terrestrial
419;JR347;592;Liophryne;dentata;Liophryne dentata;m;24.99;17.07;14.33;8.67;13.8;9.06;10.76;7.75;5.27;5.86;0.46;0.59;0.58;0.89;1.074508;1.620868;0;terrestrial
420;JR349;593;Liophryne;dentata;Liophryne dentata;m;29.72;15.97;16.71;9.82;16.45;10.21;12.3;8.31;7.33;6.2;0.62;0.58;0.61;1.17;1.110932;2.241018;0;terrestrial
422;JR350;591;Liophryne;dentata;Liophryne dentata;m;25.65;14.34;14.81;9.32;14.63;8.61;10.96;7.62;6.14;6.26;0.4;0.62;0.86;1.01;1.674248;2.727404;0;terrestrial
68;17789;623;Mantophryne;lateralis;Mantophryne lateralis;m;41.27;19.15;19.74;12.56;19.75;12.06;14.44;11.43;8.66;10.63;1.05;1.11;1.2;1.41;4.18248;5.31288;0;terrestrial
69;17790;152;Mantophryne;lateralis;Mantophryne lateralis;m;42.34;19.94;20.71;12.89;20.72;12.58;15.43;11.96;9.56;10.36;1.14;0.5;1.49;1.54;2.3393;7.205044;0;terrestrial
70;17791;155;Mantophryne;lateralis;Mantophryne lateralis;f;45.93;22.09;22.19;14.55;21.93;14.54;16.77;12.98;9.77;10.65;1.05;1.17;1.51;1.7;5.547438;8.06038;0;terrestrial
180;242358;9;Mantophryne;lateralis;Mantophryne lateralis;m;41.66;21.04;21.05;13.39;20.48;12.1;15.06;11.57;10.56;9.56;0.95;1.1;1.52;1.45;5.25008;6.92056;0;terrestrial
181;242359;73;Mantophryne;lateralis;Mantophryne lateralis;m;26.6;12.75;14.58;8.57;13.85;7.88;9.77;7.67;6.12;6.68;1.08;0.89;0.95;0.99;2.65487;2.95317;0;terrestrial
182;242360;12;Mantophryne;lateralis;Mantophryne lateralis;m;49.59;24.02;25.02;15.83;25.9;13.5;18.27;14.48;11.88;13.21;1.27;1.29;1.9;1.94;7.69614;11.57404;0;terrestrial
183;242361;29;Mantophryne;lateralis;Mantophryne lateralis;m;41.91;20.8;20.58;13.12;20.81;12.48;14.87;12.06;11.17;10.35;1.16;1.12;1.4;1.57;4.92352;6.90172;0;terrestrial
184;242362;58;Mantophryne;lateralis;Mantophryne lateralis;m;43.75;20.87;20.45;13.58;20.63;13.51;15.93;12.59;9.3;11.53;1.32;1.27;1.5;1.84;5.9817;8.6664;0;terrestrial
185;242363;47;Mantophryne;lateralis;Mantophryne lateralis;m;46.09;22;22.03;13.27;23.1;13.33;17.43;12.66;10.1;11.61;0.92;1.18;1.51;1.75;5.594852;8.29745;0;terrestrial
186;242364;57;Mantophryne;lateralis;Mantophryne lateralis;m;44.51;22.01;22.34;13.39;22.91;13.81;16.82;13.01;10.29;11.42;0.88;1.04;1.32;1.6;4.310592;6.63168;0;terrestrial
187;242365;119;Mantophryne;lateralis;Mantophryne lateralis;m;44.35;21.09;21.79;12.79;22.32;13.83;16.37;12.17;9.67;11.94;1.11;1.15;1.33;1.75;4.80263;7.30835;0;terrestrial
188;242366;122;Mantophryne;lateralis;Mantophryne lateralis;m;43.22;21.06;22.16;13;22.12;12.35;15.95;12.3;10.45;11.55;1.13;1.17;1.45;1.61;5.32701;7.33033;0;terrestrial
257;JR175;383;Mantophryne;lateralis;Mantophryne lateralis;m;38.01;17.1;17.07;10.31;16.87;11.69;12.85;10.85;8.76;8.48;0.85;0.83;1.03;1.04;2.684386;3.363568;0;terrestrial
275;JR197;425;Mantophryne;lateralis;Mantophryne lateralis;m;41.13;19.15;18.5;11;19.3;12.6;14.64;11.39;9.47;9.28;0.69;0.83;0.78;1.18;2.032836;2.890056;0;terrestrial
281;JR201;423;Mantophryne;lateralis;Mantophryne lateralis;m;38.65;17.7;17.54;11.68;17.15;12.1;13;10.97;9.31;8.7;0.69;0.76;0.94;1.2;2.243216;3.54192;0;terrestrial
285;JR205;422;Mantophryne;lateralis;Mantophryne lateralis;m;35.88;17.13;16.5;10.46;16.48;11.63;12.98;9.73;8.58;8.48;0.51;0.7;0.69;1.01;1.51662;2.188266;0;terrestrial
287;JR207;426;Mantophryne;lateralis;Mantophryne lateralis;m;39.8;18.45;18.23;11.29;17.84;12.21;13.49;11.53;8.75;9.06;0.47;0.64;0.65;1.09;1.30624;2.22469;0;terrestrial
291;JR212;421;Mantophryne;lateralis;Mantophryne lateralis;m;35.07;14.98;15.69;10.58;15.16;11.6;12.54;10.18;8.34;8.29;0.6;0.7;0.72;0.99;1.58256;2.238192;0;terrestrial
298;JR225;424;Mantophryne;lateralis;Mantophryne lateralis;m;37.31;17.01;17.59;10.84;17.29;10.97;12.61;10.62;7.38;9.28;0.71;0.8;0.9;1.05;2.2608;2.9673;0;terrestrial
303;JR23;191;Mantophryne;lateralis;Mantophryne lateralis;m;38.28;17.41;17.95;10.79;18.18;11.95;14.09;10.84;8.6;9.72;0.94;0.9;1.2;1.35;3.3912;5.0868;0;terrestrial
345;JR28;194;Mantophryne;lateralis;Mantophryne lateralis;na;39.59;18.44;17.83;10.65;19.01;13.07;15.17;11.35;8.66;10.72;0.69;0.8;0.84;0.79;2.11008;2.083704;0;terrestrial
349;JR283;480;Mantophryne;lateralis;Mantophryne lateralis;m;40;16.52;19.95;12.42;19.81;13.05;14.51;12.36;11.4;10.85;0.62;0.68;0.91;1.19;1.943032;3.400306;0;terrestrial
352;JR286;478;Mantophryne;lateralis;Mantophryne lateralis;m;41.76;17.99;18.44;11.63;18.65;13.24;15.44;12.21;9.56;9.99;0.6;0.84;0.72;0.97;1.899072;2.192976;0;terrestrial
354;JR288;479;Mantophryne;lateralis;Mantophryne lateralis;m;36.13;16.55;17.24;10.83;16.32;10.38;13.22;10.46;8.8;8.77;0.54;0.68;0.85;1.2;1.81492;3.2028;0;terrestrial
401;JR33;315;Mantophryne;lateralis;Mantophryne lateralis;m;39.79;17.77;19.13;11.98;18.84;12.63;15.89;11.65;8.26;10.29;0.93;1.02;1.34;1.61;4.291752;6.774236;0;terrestrial
426;JR354;518;Mantophryne;lateralis;Mantophryne lateralis;na;41.01;19.78;21.38;13.05;20.02;12.86;15.25;12.29;9.47;11.06;0.47;0.75;0.81;1.26;1.90755;3.204684;0;terrestrial
427;JR355;497;Mantophryne;lateralis;Mantophryne lateralis;f;43.27;20.28;21.46;13.8;22.04;13.55;16.34;12.05;9.34;10.97;0.83;0.94;0.99;1.39;2.922084;4.320954;0;terrestrial
428;JR356;499;Mantophryne;lateralis;Mantophryne lateralis;na;40.99;20.53;20.46;12.53;21.08;12.74;16.09;11.92;8.7;11.36;0.61;0.95;0.64;1.41;1.90912;2.833536;0;terrestrial
429;JR357;498;Mantophryne;lateralis;Mantophryne lateralis;m;41.3;18.98;21.17;12.7;21.54;13.51;15.77;12.08;9.25;10.71;0.82;1.07;0.98;1.55;3.292604;4.76966;0;terrestrial
432;JR36;331;Mantophryne;lateralis;Mantophryne lateralis;m;36.55;17.96;18.57;11.3;17.22;11.96;14.33;11.05;8.7;9.34;0.6;0.84;0.36;1.01;0.949536;1.141704;0;terrestrial
442;JR369;578;Mantophryne;lateralis;Mantophryne lateralis;f;37.35;18.15;19.38;12.33;19.9;12.78;13.76;11.86;8.87;10.12;0.74;0.86;0.91;1.17;2.457364;3.343158;0;terrestrial
449;JR376;576;Mantophryne;lateralis;Mantophryne lateralis;m;42.05;18.87;20.63;12.19;20.95;13.52;15.89;11.59;8.83;10.45;0.82;0.92;1.04;1.21;3.004352;3.951376;0;terrestrial
450;JR377;577;Mantophryne;lateralis;Mantophryne lateralis;m;42.31;19.49;20.95;13.79;21.93;12.73;15.71;12.28;9.89;11.49;0.82;0.93;1.12;1.47;3.270624;5.169696;0;terrestrial
451;JR378;579;Mantophryne;lateralis;Mantophryne lateralis;m;39.96;19.82;19.63;12.88;20.25;12.77;14;11.4;9.27;9.97;0.74;0.94;0.97;1.34;2.863052;4.081372;0;terrestrial
465;JR390;517;Mantophryne;lateralis;Mantophryne lateralis;f;44.66;18.91;21.29;13.02;21.64;13.29;14.78;12.31;9.61;10.87;0.92;0.98;1.13;1.3;3.477236;4.61266;0;terrestrial
494;JR417;580;Mantophryne;lateralis;Mantophryne lateralis;m;40.74;16.72;19.35;12.36;19.55;12.1;13.53;11.59;9.08;10.17;0.66;0.89;0.88;1.19;2.459248;3.288208;0;terrestrial
496;JR419;581;Mantophryne;lateralis;Mantophryne lateralis;f;39.48;19.14;19.74;12.08;20.15;13.16;13.63;11.44;10.21;10.29;0.73;0.97;1.06;1.47;3.228548;4.892748;0;terrestrial
499;JR421;561;Mantophryne;lateralis;Mantophryne lateralis;m;36.77;18.09;18.61;11.38;18.36;10.11;12.23;10.97;9.56;9.61;0.65;0.72;0.84;1.21;1.899072;3.191496;0;terrestrial
505;JR44;335;Mantophryne;lateralis;Mantophryne lateralis;f;38.29;15.04;18.25;11.74;17.11;12.06;15.03;11.55;10.67;10.18;0.95;0.96;1.61;1.55;4.853184;7.83587;0;terrestrial
269;JR189;385;Oreophryne;geislerorum;Oreophryne geislerorum;m;23.28;10.04;10.08;6.38;10.09;6.93;8.72;6.43;5.1;6.1;1.28;1.35;1.28;1.66;5.42592;6.671872;1;arboreal
314;JR244;456;Oreophryne;geislerorum;Oreophryne geislerorum;m;25.06;10.33;10.56;6.93;10.23;6.53;8.28;6.24;5.18;6.14;0.8;1.16;0.86;1.25;3.132464;3.3755;0;arboreal
355;JR289;484;Oreophryne;geislerorum;Oreophryne geislerorum;m;23.51;10.26;10.09;6.44;9.34;7.18;8.22;6.37;5.74;5.05;1;1.44;0.96;1.34;4.340736;4.039296;0;arboreal
71;17792;133;Oreophryne;loriae;Oreophryne loriae;m;23.82;10.15;10.25;6.66;10.03;6.18;8.19;5.37;5.21;6.32;1.29;1.68;1.33;1.67;7.016016;6.974254;0;arboreal
72;17793;136;Oreophryne;loriae;Oreophryne loriae;m;25.7;10.28;10.44;7.36;10.43;6.69;8.61;6.22;5.33;5.88;1.22;1.59;1.3;1.59;6.49038;6.49038;0;arboreal
73;17794;137;Oreophryne;loriae;Oreophryne loriae;m;24.45;10.42;10.72;6.81;8.56;6.92;8.77;6.97;5.47;6.27;1.46;1.75;1.1;1.33;6.0445;4.59382;0;arboreal
74;17795;138;Oreophryne;loriae;Oreophryne loriae;m;24.57;10.33;10.83;6.84;8.95;6.05;8.38;6.31;5.5;6.29;1.4;1.57;1.52;1.65;7.493296;7.87512;0;arboreal
189;242402;1;Oreophryne;loriae;Oreophryne loriae;m;25.83;10.44;11.15;7.16;10;6.24;8.52;6.61;6.03;6.72;1.16;1.39;1.16;1.45;5.062936;5.28148;0;arboreal
190;242403;50;Oreophryne;loriae;Oreophryne loriae;m;24.23;10.66;10.3;6.68;9.14;6.05;9.69;6.24;5.42;5.69;1.32;1.54;1.29;1.45;6.237924;5.87337;0;arboreal
191;242404;71;Oreophryne;loriae;Oreophryne loriae;m;26.31;11.1;11.23;7.25;10.75;6.27;8.76;6.63;5.47;6.93;1.67;1.74;1.46;1.74;7.976856;7.976856;0;arboreal
192;242405;72;Oreophryne;loriae;Oreophryne loriae;m;24.47;10.61;10.72;6.91;10;6.65;8.3;6.05;5.5;6.44;1.26;1.61;1.5;1.54;7.5831;7.2534;0;arboreal
193;242406;75;Oreophryne;loriae;Oreophryne loriae;m;24.56;10.95;11.28;6.78;11.17;6.66;8;6.28;5.62;6.5;1.1;1.46;1.33;1.41;6.097252;5.888442;0;arboreal
194;242407;127;Oreophryne;loriae;Oreophryne loriae;m;25.56;9.12;9.12;6.63;10.17;5.89;7.15;6.21;5.51;6.36;1.24;1.46;1.24;1.42;5.684656;5.528912;0;arboreal
195;242408;194;Oreophryne;loriae;Oreophryne loriae;m;24.45;10.28;10.52;6.73;11.03;6.44;8.15;6.28;4.37;6.31;1.59;1.69;1.49;1.72;7.906834;8.047192;0;arboreal
196;242409;195;Oreophryne;loriae;Oreophryne loriae;m;22.92;10.4;10.46;6.71;10.77;6.12;8.05;6;5.2;6.46;1.19;1.3;1.43;1.52;5.83726;6.825104;0;arboreal
197;242410;196;Oreophryne;loriae;Oreophryne loriae;m;24.84;10.64;10.56;6.37;10.43;6.58;8.57;6.18;5.69;6.47;1.39;1.6;1.54;1.57;7.73696;7.591892;0;arboreal
198;242411;197;Oreophryne;loriae;Oreophryne loriae;m;24.68;10.48;11.04;6.68;11;6.3;8.78;6.5;4.64;6.32;1.33;1.73;1.61;1.57;8.745842;7.936978;0;arboreal
199;242412;198;Oreophryne;loriae;Oreophryne loriae;m;24.37;10.72;10.48;6.97;10.38;6.27;8.59;6.25;4.9;6.89;1.41;1.56;1.39;1.6;6.808776;6.98336;0;arboreal
200;242413;199;Oreophryne;loriae;Oreophryne loriae;m;23.03;9.92;10.11;6.34;9.62;6;7.98;5.68;5;5.89;1.43;1.62;1.44;1.5;7.324992;6.7824;0;arboreal
436;JR363;627;Oreophryne;loriae;Oreophryne loriae;m;22.9;10.24;10.93;7.71;6.61;6.07;8.05;6.87;5.4;5.92;0.83;1.19;0.83;0.88;3.101378;2.293456;0;arboreal
472;JR397;631;Oreophryne;loriae;Oreophryne loriae;f;25.45;9.42;9.25;6.47;9.82;6.78;8.21;5.86;5.19;6.77;1.53;1.67;1.41;1.61;7.393758;7.128114;0;arboreal
219;JR122;349;Oreophryne;sp;Oreophryne sp;m;23.32;10.82;10.78;7.43;10.09;7.71;8.65;6.87;5.7;7.45;1.68;1.99;1.08;1.76;6.748488;5.968512;1;arboreal
356;JR29;198;Oreophryne;sp;Oreophryne sp;m;24.75;11.16;10.73;6.84;10.69;7.11;8.78;6.77;5.46;7.56;1.29;1.85;1.14;1.52;6.62226;5.440992;1;arboreal
515;JR54;251;Oreophryne;sp;Oreophryne sp;m;24.15;9.68;10.58;6.83;10.53;6.93;8.65;6.69;4.84;6.93;1.35;1.89;1.14;1.66;6.765444;5.942136;2;arboreal
530;JR69;195;Oreophryne;sp;Oreophryne sp;m;25.59;10.64;10.61;6.98;10.88;7.23;8.29;6.82;6.03;7.14;1.35;2.04;1.44;1.66;9.224064;7.505856;0;arboreal
535;JR73;316;Oreophryne;sp;Oreophryne sp;m;26.41;11.24;11.51;7.52;11.62;8.26;8.73;7.28;6.21;7.55;1.18;2.04;1.44;1.85;9.224064;8.36496;1;arboreal
537;JR75;311;Oreophryne;sp;Oreophryne sp;m;25.31;9.87;11.14;7.11;10.29;7.65;8.78;6.73;5.67;5.57;1.29;1.85;1.18;1.57;6.85462;5.817164;1;arboreal
539;JR77;324;Oreophryne;sp;Oreophryne sp;m;25.11;11.14;10.82;6.76;10.46;7.03;8.56;6.74;5.03;7.42;1.49;1.22;1.27;1.1;4.865116;4.38658;0;arboreal
541;JR79;342;Oreophryne;sp;Oreophryne sp;m;24.45;11.04;11.06;7.21;11.4;7.94;8.69;7.1;6.03;7.39;1.18;1.89;1.38;1.67;8.189748;7.236444;2;arboreal
547;JR85;206;Oreophryne;sp;Oreophryne sp;m;25.26;10.79;11.07;7.09;10.89;7.01;8.64;7.18;5.92;7.1;1.38;1.88;1.37;1.61;8.087384;6.925898;0;arboreal
201;JR10;211;Paedophryne;sp. 1;Paedophryne sp. 1;m;6.12;2.86;2.92;1.59;2.48;1.82;2.45;1.85;1.65;0.84;0.18;0.18;0.16;0.25;0.090432;0.1256;0;leaf
210;JR11;214;Paedophryne;sp. 1;Paedophryne sp. 1;m;5.88;3.05;2.73;1.4;2.6;1.13;2;2.3;1.7;1.16;0.23;0.2;0.23;0.27;0.14444;0.194994;0;leaf
216;JR12;212;Paedophryne;sp. 1;Paedophryne sp. 1;m;4.79;2.28;2.24;1.27;1.62;1.4;1.93;1.32;0.77;0.98;0.1;0.09;0.12;0.16;0.033912;0.060288;0;leaf
228;JR14;213;Paedophryne;sp. 1;Paedophryne sp. 1;m;6.37;2.97;2.9;2.07;2.28;1.66;2.42;1.64;1.38;1.01;0.23;0.24;0.32;0.42;0.241152;0.422016;0;leaf
279;JR20;288;Paedophryne;sp. 1;Paedophryne sp. 1;m;6.72;3.15;2.83;1.82;2.56;2.28;2.74;1.87;1.57;1.23;0.12;1.15;0.31;0.34;1.11941;0.330956;0;leaf
312;JR24;216;Paedophryne;sp. 1;Paedophryne sp. 1;m;7.43;3.51;3.51;2.48;2.97;2.05;2.62;3.52;1.63;1.61;0.14;0.18;0.25;0.45;0.1413;0.35325;0;leaf
368;JR30;217;Paedophryne;sp. 1;Paedophryne sp. 1;m;5.27;2.44;2.33;1.58;1.95;1.83;2.2;1.59;0.87;0.8;0.09;0.09;0.16;0.2;0.045216;0.10048;0;leaf
517;JR56;291;Paedophryne;sp. 1;Paedophryne sp. 1;m;7.42;3.47;3.05;2.43;2.99;2.33;2.7;3.86;1.6;1.46;0.2;0.19;0.37;0.3;0.220742;0.34854;0;leaf
346;JR280;486;Paedophryne;sp. 2;Paedophryne sp. 2;m;6.69;3.74;3.53;1.91;2.7;1.27;2.46;1.44;1.61;1.07;0.21;0.23;0.23;0.28;0.166106;0.202216;0;leaf
348;JR282;487;Paedophryne;sp. 2;Paedophryne sp. 2;m;7.87;3.38;3.67;2.56;3.03;2.69;3.21;3.12;1.7;1.24;0.16;0.21;0.31;0.31;0.204414;0.301754;0;leaf
240;JR156;248;Xenobatrachus;sp;Xenobatrachus sp;na;19.29;8.8;9.15;6.04;9.5;5.55;7.4;4.32;3.44;4.23;0.57;0.46;0.86;0.8;1.242184;2.16032;0;fossorial
443;JR37;327;Xenobatrachus;sp;Xenobatrachus sp;m;36.41;14.08;15.99;10.25;15.11;8.68;12.37;9.32;7.29;7.77;0.47;0.68;1.34;1.31;2.861168;5.511956;0;fossorial
476;JR40;328;Xenobatrachus;sp;Xenobatrachus sp;na;35.93;13.84;14.38;9.06;15.34;9.08;12.52;7.81;6.27;7.49;0.68;0.6;1.08;1.06;2.03472;3.594672;0;fossorial
497;JR42;325;Xenobatrachus;sp;Xenobatrachus sp;m;32.76;15.26;14.73;8.33;15.08;7.69;11.51;8.75;5.94;7.29;0.65;0.75;1.21;1.26;2.84955;4.787244;0;fossorial
507;JR46;314;Xenobatrachus;sp;Xenobatrachus sp;na;33.59;15.45;15.17;9.5;15.71;9.03;12.92;9.56;5.45;7.11;0.52;0.65;1.23;1.05;2.51043;4.05531;0;fossorial
509;JR48;329;Xenobatrachus;sp;Xenobatrachus sp;na;34.33;16.54;16.45;10.7;16.75;8.87;12.7;9.66;6.75;7.62;0.88;0.84;1.4;1.41;3.69264;6.19836;0;fossorial
516;JR55;221;Xenobatrachus;sp;Xenobatrachus sp;m;33.39;16.56;15.66;9.91;16.01;8.41;12.75;9.57;7.46;7.5;0.93;0.94;1.26;1.26;3.719016;4.985064;0;fossorial
